entry_index,page,number,source_headword,pronunciation,variant,audio
679,28,4,weekend,weekend,1,p28_04_weekend.mp3
680,28,5,partner,partner,1,p28_05_partner.mp3
681,28,6,innovation,innovation,1,p28_06_innovation.mp3
682,28,7,cash,cash,1,p28_07_cash.mp3
683,28,8,protection,protection,1,p28_08_protection.mp3
684,28,9,tongues,tongues,1,p28_09_tongues.mp3
685,28,10,stage,stage,1,p28_10_stage.mp3
686,28,11,code,code,1,p28_11_code.mp3
687,28,12,snakes,snakes,1,p28_12_snakes.mp3
688,28,13,decoration,decoration,1,p28_13_decoration.mp3
689,28,14,steps,steps,1,p28_14_steps.mp3
690,28,15,shoes,shoes,1,p28_15_shoes.mp3
691,28,16,situational,situational,1,p28_16_situational.mp3
692,28,17,contact,contact,1,p28_17_contact.mp3
693,28,18,food,food,1,p28_18_food.mp3
694,28,19,profession,profession,1,p28_19_profession.mp3
695,28,20,visible,visible,1,p28_20_visible.mp3
696,28,21,mammals,mammals,1,p28_21_mammals.mp3
697,28,22,service,service,1,p28_22_service.mp3
698,28,23,morning,morning,1,p28_23_morning.mp3
699,28,24,ladders,ladders,1,p28_24_ladders.mp3
700,28,25,postbox,postbox,1,p28_25_postbox.mp3
701,29,1,cattle,cattle,1,p29_01_cattle.mp3
702,29,2,employment,employment,1,p29_02_employment.mp3
703,29,3,confusion,confusion,1,p29_03_confusion.mp3
704,29,4,tracking,tracking,1,p29_04_tracking.mp3
705,29,5,mountains,mountains,1,p29_05_mountains.mp3
706,29,6,domestic,domestic,1,p29_06_domestic.mp3
707,29,7,military,military,1,p29_07_military.mp3
708,29,8,timing,timing,1,p29_08_timing.mp3
709,29,9,prediction,prediction,1,p29_09_prediction.mp3
710,29,10,helmet,helmet,1,p29_10_helmet.mp3
711,29,11,shop,shop,1,p29_11_shop.mp3
712,29,12,superiority,superiority,1,p29_12_superiority.mp3
713,29,13,damage,damage,1,p29_13_damage.mp3
714,29,14,socialize/socialise,socialize,1,p29_14a_socialize.mp3
714,29,14,socialize/socialise,socialise,2,p29_14b_socialise.mp3
715,29,15,insurance,insurance,1,p29_15_insurance.mp3
716,29,16,diary,diary,1,p29_16_diary.mp3
717,29,17,cost,cost,1,p29_17_cost.mp3
718,29,18,trust,trust,1,p29_18_trust.mp3
719,29,19,gardening,gardening,1,p29_19_gardening.mp3
720,29,20,side effects,side effects,1,p29_20_side-effects.mp3
721,29,21,reproduction,reproduction,1,p29_21_reproduction.mp3
722,29,22,plot,plot,1,p29_22_plot.mp3
723,29,23,Europe,Europe,1,p29_23_europe.mp3
724,29,24,payment,payment,1,p29_24_payment.mp3
725,29,25,smartphone,smartphone,1,p29_25_smartphone.mp3
726,30,1,unnecessary,unnecessary,1,p30_01_unnecessary.mp3
727,30,2,medical,medical,1,p30_02_medical.mp3
728,30,3,poetry,poetry,1,p30_03_poetry.mp3
729,30,4,logo,logo,1,p30_04_logo.mp3
730,30,5,band,band,1,p30_05_band.mp3
731,30,6,drawings,drawings,1,p30_06_drawings.mp3
732,30,7,freedom,freedom,1,p30_07_freedom.mp3
733,30,8,traditional,traditional,1,p30_08_traditional.mp3
734,30,9,grandparents,grandparents,1,p30_09_grandparents.mp3
